dir,key,clue
prods,744,30___10_24_3_8_6_20_______3__24_12___18_10__15_24_3___10____4__
size,745,6
shape,745,abbbcddabcdffdacfddedacfeffdddfacfff
letters,745,245613351462562341136524624135413256
prods,745,240_____6_15_20___24___36_6___4_24__24_10______2_15_30__3____
size,746,6
shape,746,ddacddefddeffdeffddffddffacffdacabcf
letters,746,463512346125231456625341152634514263
prods,746,24_24_15__10_10___30_4____6____6_6___18_12___10____12_5__48___
size,747,6
shape,747,dabbcdeddacffefddddedeffeffeddfacfff
letters,747,436125615243263514541362324651152436
prods,747,48_36____15__48_15_8______360_6_8_15__4________15_6__10____
size,748,6
shape,748,dddacdeffddefddfffdefacdefabcefacacf
letters,748,321465256341635124412536164253543612
prods,748,36_10_6_24__20____3_8___18_10____20___15__36___40_____12__6__
size,749,6
shape,749,dacdddeddeffefefddfdedffdeffddffacff
letters,749,164523613452251634432165345216526341
prods,749,48_24__120_10_6__5_30________18_20__24__2___15____4_6___18___
size,750,6
shape,750,abcacddabbcffddddddeffffefabcdfacacf
letters,750,263145325614546321134562451236612453
prods,750,36___4__20_15_60______60_24_15_12_2_24________6___18__2__20__
size,751,6
shape,751,dacdddeddffefefacedfdddfedeffdfffacf
letters,751,264531321456643125532614156342415263
prods,751,36_24__20_15_120__24_3_______2___20__60_18_4___5____6____12__
size,752,6
shape,752,dddacdeffddfeddefdfffedfdddffdfffacf
letters,752,412356326145563421251634145263634512
prods,752,120_2_12_15__30____48_8___30_3___4_____18__6_12_20___6____5__
size,753,6
shape,753,acddddddffffffdacdaceddfddffedffacff
letters,753,416352321564152643534126645231263415
prods,753,4__6_15_30_8_3_10_______40_24__18_15___2_6__12_24____5___12___
size,754,6
shape,754,dddacdeffddffacffddddddfeffffdfabbcf
letters,754,325641416253143562531426652134264315
prods,754,12_2_30_24__3____10_30___12____12_60_15_2_4_6_______20__72____
size,755,6
shape,755,dabbcdedacdfefddfdfdffdfdfacfdfabbcf
letters,755,512346426153164532243615351264635421
prods,755,40_24____18__12_6__15____12_30__10__20___6__18__2___4__120____
size,756,6
shape,756,acddddddfffeefabcfeacdddeddffefffacf
letters,756,134562621345356421542136213654465213
prods,756,3__4_15_24_10_720_10_______48_____8__6_15_72__6_15_______2__
size,757,6
shape,757,dddacdfffddfdacffdfddacfdffdddfacfff
letters,757,456132163254341625532461215346624513
prods,757,4_30_18_3__8____12_10__15_4____5__3_10_24___12___15_4_18__8____
size,758,6
shape,758,abcddddddfffefedddfdeffedffddefacfff
letters,758,321564415236632145563421146352254613
prods,758,6___10_18_24_120_3_180_______4_8_30__24_____2___18_5___20____
size,759,6
shape,759,abcacddddddffffefdabcedfdddffdfffacf
letters,759,512346256134645213134625361452423561
prods,759,10___12__24_12_20_30_48_3_______15_12____10__12_12_3___2____30__
size,760,6
shape,760,abcacddddddfffffedacddefddeffdfffacf
letters,760,614325235641163254421536542163356412
prods,760,24___6__5_2_18_15_12_360_______24_8__12_5___15_20____6____4__
size,761,6
shape,761,dacdddeddfffeffacdeddddfeffffdfabbcf
letters,761,163452651243245361326514412635534126
prods,761,720_18__8_20_6__20_5_______18__4__2_12_30_3_______30__24____
size,762,6
shape,762,dacacdfdacdedfddeffdeffddefaceffabcf
letters,762,436125653412241356325641162534514263
prods,762,24_18__2__60__20_12__20__6__10_18____12____12_5___15_____48___
size,763,6
shape,763,abcacdddacdfefddfdedfedfffdffdacfacf
letters,763,126543362415451236513624245361634152
prods,763,12___20__15_120_30_8__3____3_36__24__4___12____20___2_18___5__
size,764,6
shape,764,acabcddddacffefddddedfefeffdedfacfff
letters,764,246513465321531462124635352146613254
prods,764,8__30___3_20_180_5_6______24_360_10_18__8_______2__24__3____
size,765,6
shape,765,abcacdddabcfefddddfdffefdfacfdfacacf
letters,765,624513512346165234436125351462243651
prods,765,48___5__18_20_6_24______30_2_36_20__15_____6__4___2__12__30__
size,766,6
shape,766,acacdddabcfffddacddffddffacfedacacff
letters,766,653142461253135624324561246315512436
prods,766,30__3__20_6_4_12______6_20_12__4_6___15_18___24____30_5__8___
size,767,6
shape,767,dacacdedabcfefddddfdefffdefacdffabcf
letters,767,342516154632261453423165536241615324
prods,767,24_8__5__12__30_72______18_4_30_15__6_____30___8__4___30___
size,768,6
shape,768,abbcdddacdefeddffdfffddfdddffdfffacf
letters,768,431265263451142536654123526314315642
prods,768,24____90_5_12_18__20____20_8___18____3_2__15_2_30___8____24__
size,769,6
shape,769,dabcddfdddfedfffdeeacdefeddffdfffacf
letters,769,413526162354246135521463354612635241
prods,769,4_15___10_360__24_12_3___180____18___2__24____15_20___2____8__
size,770,6
shape,770,abbbcdddabcefedddfdefffdefabcefacacf
letters,770,361524425613216435134256542361653142
prods,770,180_____60_8_24_30______24_8_15__30_____12___36_____15__4__
size,771,6
shape,771,ddabcdefdddffdfffddedddfeffffdfabbcf
letters,771,435162123645512436356214641523264351
prods,771,20_6_30___10___6_24_12___20____24_36__6_10_2_______3__360____
size,772,6
shape,772,abbbcddabbcefddacedffddeeddffefffacf
letters,772,612543261354534162153426346215425631
prods,772,240_____720_10_90______15_12_6___12___8_2___8_30_______18__
size,773,6
shape,773,acddddddffffefabcdeddacffffdddabcfff
letters,773,516234341652152463634125263541425316
prods,773,5__6_12_15_8_36_20_______48___15__18_12_2______15_4_6_40_____
size,774,6
shape,774,dabbcdeddacfefedddedffffefacddfabcff
letters,774,263145134652526431452316315264641523
prods,774,720_72____10__6_48_30______12_3_6__5_______10__12_12__20____
size,775,6
shape,775,dacdddeddffffffdddacdeffddffddffacff
letters,775,136524543612614253452361261435325146
prods,775,30_18__30_2_8__4_12_______24_30_3_20__2____6_12___12_30___5___
size,776,6
shape,776,dacdddfddfefdffdfdfddedfdeffedffacff
letters,776,345612513264654123261435132546426351
prods,776,15_20__12_12_8__5_12____12___20__15__36_2__60__4_____6___18___
size,777,6
shape,777,abbcddddaceffeddeddfeffeedfaceffabcf
letters,777,312546124635543162265314436251651423
prods,777,30____72_30_5_48_24______90_3__24_48_______15__10_____8___
size,778,6
shape,778,abcddddacefffddfdddffdefeddffdfffacf
letters,778,453216531462142635265143624351316524
prods,778,60___48_6_12_5_3______24_10__60_15_36___3____2_24___4____10__
size,779,6
shape,779,abcacddacddffddefddeffdfefacfdfabbcf
letters,779,615243546321362154431562253416124635
prods,779,30___8__3_15_24__15_10___90_2___8_8____6____12___30__144____
size,780,6
shape,780,acabcddacacfedacddefddefedeffdfffacf
letters,780,534261251436362154645312123645416523
prods,780,15__48___6_144_5__12____24_2__20_8___90_18____2____15____10__
size,781,6
shape,781,abbcddddacefffddedddeffffffacdacabcf
letters,781,425163562341213456631524154632346215
prods,781,40____240_3_10_6_6______12_20__24_6_15________18__10_12__12___
size,782,6
shape,782,acacddddddefefeffdedfacfefabcdfacacf
letters,782,261543546321634152325416153264412635
prods,782,12__5__40_3_360_12_120_3________12__10__4_____36___20__2__18__
size,783,6
shape,783,acddddddeffffefddddedeffefffddfabcff
letters,783,532641124356365214216435641523453162
prods,783,15__40_18_20_6_3_48________40_3_20_48__6________12_6__15____
size,784,6
shape,784,ddabcdffdacfacedddddfeffffdeddacffff
letters,784,321465264513653241542136135624416352
prods,784,6_12_24___15___24_5___30___36_12_6_5_12_______30__10_8_4_____
size,785,6
shape,785,dacacdfdabcfdfdacdedfddeffdffeacfacf
letters,785,641325516432352146264513423651135264
prods,785,30_4__6__10__5_72____24__8_4__72__12__30_5____15____3___12__
size,786,6
shape,786,ddacddffddefacfefddacedfeddffdfffacf
letters,786,246351623145315624164532451263532416
prods,786,12_8_18__40_5___15_60___3_____8_20_24___18___15_2___18____4__
size,787,6
shape,787,acabcddddacffefddddedfffffedddacffff
letters,787,614235356421432156561342245613123564
prods,787,6__24___5_12_360_12_8______3_20_12_10__15_______30_6_12_2_____
size,788,6
shape,788,dabbcdfdabcededacffffddddddffefffacf
letters,788,413625631542346251125436562314254163
prods,788,24_36____10__24_20____3__30_10______12_3_72_10_30_8_______6__
size,789,6
shape,789,dabcddedacffffdacdddeddfeffffdfacacf
letters,789,162345543126425631356214214563631452
prods,789,20_36___8_30__8_3______120_18__4_36_5__10_6_______6__3__20__
size,790,6
shape,790,dabcddedddefffeffdddeacfeffdddfacfff
letters,790,235614641253364125513462426531152346
prods,790,36_90___10_12__24_72_2________10_20_2__24______15_12_6__10____
size,791,6
shape,791,acacdddabcfffdabcddfdddeedfffeffabcf
letters,791,135642521436342165613254456321264513
prods,791,3__30__12_12_15_8______4_12___60_48__18_6_10___30_______20___
size,792,6
shape,792,acabcddddddffefffddfdddfedffedffacff
letters,792,235416642351561234154623326145413562
prods,792,6__20___6_30_120_2_6_15_______12_12__24_6_48___2____10___15___
size,793,6
shape,793,acabcddddacefffddedddeffefffddfabcff
letters,793,426153345621164235513462251346632514
prods,793,8__30___30_3_24_20_12______24_18__60_5_3________4_24__30____
size,794,6
shape,794,abcacddacddefddfffdefacdefacdefabcff
letters,794,123654235461462315341526516243654132
prods,794,6___30__20_8_15__12_6___24_2____90___10__36___12__12___20____
size,795,6
shape,795,acacddddddefeffffdedabcfffddddacffff
letters,795,641352435621526143263415154236312564
prods,795,24__3__40_2_40_6_30_6________15__30_12______8_10_18_24_3_____
size,796,6
shape,796,abcacddacddeeddefffefedddedffefffacf
letters,796,165432432156351264614325523641246513
prods,796,30___12__48_72_6__36_30___40_4________8_15_10__18_______5__
size,797,6
shape,797,abbbcddddacffffdddacdeffddffddffacff
letters,797,641523134265352614516342265431423156
prods,797,240_____15_3_15_8_12______72_4_8_5__30____8_12___15_6___3___
size,798,6
shape,798,dacacdedacdfefddfdedffdeefacfefabbcf
letters,798,236541415263124356642135563412351624
prods,798,720_18__20__3__2_10__30____8_3__240__24___3____12_____60____
size,799,6
shape,799,dabcddfdacfededaceffeddfddfffdffabcf
letters,799,521436214653463125345261136542652314
prods,799,10_8___15_90__24_24____12__90_2______10_24__6_15____8___6___
size,800,6
shape,800,abcacddabbcfeddacdfefddfdedffdfffacf
letters,800,463125251463526314634251145632312546
prods,800,72___2__15_60_120______24_24_3__4____12_15__3__10___12____20__
size,801,6
shape,801,abbbcddabbcffdacdddfddfeedffdeffacff
letters,801,346215135624423156512463651342264531
prods,801,144_____20_4_180______2_3__30_36_60__2_12____30___12____20___
size,802,6
shape,802,abbbcddacaceedacdfffddedddfffeffabcf
letters,802,352641564213631452245136123564416325
prods,802,720_____6_60_24__2____12_4__90____15_5__120_4_2_______36___
size,803,6
shape,803,acabcddacacfedabcdffdddfddeffdfffacf
letters,803,632145165324413562254631321456546213
prods,803,18__8___20_8_30__6____5_90___2___24_24_15__15_8____18____2__
size,804,6
shape,804,acabcddabcdfedacfdefdddfedeffdfffacf
letters,804,136254623145564321415632241563352416
prods,804,3__60___20_720_6___8___6_12___2___10_30_18___20____18____4__
size,805,6
shape,805,acddddddefffeffacdfddddedefffeffabcf
letters,805,365241143562612354256413534126421635
prods,805,18__30_10_24_2_12_4________15__360__30_24_4_2__20________18___
size,806,6
shape,806,abcacdddacdfffddedddefffeffdddfacfff
letters,806,615324453216146532362451234165521643
prods,806,30___6__24_4_20_6__15____48_20__2_30_18________6_24_15__2____
size,807,6
shape,807,acdacdddfddfefdefdedefdfeffdedfacfff
letters,807,356214265341134562423156612435541623
prods,807,15__30_2__4_240_18__15_24____24___12__2___30_____24__15__4____
size,808,6
shape,808,abbbcdddabcfffdacdaceddeddfffeffabcf
letters,808,625143213456364215531624452361146532
prods,808,240_____18_6_6_60______8_2__40_15___18_12__4_20_______90___
size,809,6
shape,809,acddddddefefeffdededdfffffedddacffff
letters,809,413256536421124365361542652134245613
prods,809,4__72_8_240_6_90_6________15__10__30_10_______6_3_12_8_____
size,810,6
shape,810,abcacdddabcfffddddddefffffedddacffff
letters,810,362415214563143256456321531642625134
prods,810,36___4__15_2_4_120______90_6_10_6_20_15________6_12_8_12_____
size,811,6
shape,811,acddddddfeffffdfddacedffddffddffacff
letters,811,512364351426465132634215126543243651
prods,811,5__2_12_12_24_12_30_______120__3_10_18___10___2_8___20_3___18___
size,812,6
shape,812,acabcddabcdeedddfffeffdddfacfefacacf
letters,812,231645162534453216645123326451514362
prods,812,6__24___120_24_60___3___40_15_2_______10_6_15__24_____4__18__
size,813,6
shape,813,acabcddacacefddddfdffffdfabbceabcacf
letters,813,215643361254124536452361536412643125
prods,813,2__120___72_3_6__10____10_8_15_18__20_____10__72_____72___2__
size,814,6
shape,814,abcacddabbcfeddacdffeddfddeffdfffacf
letters,814,162453345126213564624315536241451632
prods,814,12___20__18_36_40______2_72_30__20____6_4__20_15____2____18__
size,815,6
shape,815,ddabcdefdddffdeffddefaceffdddeacffff
letters,815,416532543126254613362451621345135264
prods,815,40_4_90___12___24_6_2___60____60_18___20_____5_6_24__3_____
size,816,6
shape,816,acddddddeffefffacfabcddddddffefffacf
letters,816,412563351426245631564312623154136245
prods,816,4__10_20_12_18_6_20________18___120___3_5_40_6_6_18_______8__
size,817,6
shape,817,abbbcdddabcfefddddedefffeffdddfacfff
letters,817,314256125463561324632145453612246531
prods,817,120_____18_240_12_120______6_3_8_20__15________30_3_2__24____
size,818,6
shape,818,abbbcddacddfeddefdfffedfdddffdfffacf
letters,818,216543632415541362364251125634453126
prods,818,240_____15_90_6__144_6___24_4___2_____15__4_10_15___24____2__
size,819,6
shape,819,dabcddfdddefdfeffdedfddeffdffeacfacf
letters,819,625314134652463125246531512463351246
prods,819,6_30___10_8__18_72_6___40_____90__4__20_18____2____15___8__
size,820,6
shape,820,dabbcdfdacdfdfddededeffffffdddabcfff
letters,820,235416426351542163351642613524164235
prods,820,8_60____6__8_18__120__90__6_6__6__5________10_6_20_24_____
size,821,6
shape,821,acddddddffffffacddddddffefffddfabcff
letters,821,154326643512562134421653235461316245
prods,821,5__12_15_2_12_30_24_______2__15_12_24_6_5_24_______24_5__12____
size,822,6
shape,822,ddabcdefdddffdfffddeacdfffddedacffff
letters,822,345216612435536142164523251364423651
prods,822,90_4_10___30___12_4_12___90____6_2__20__60____3_18__4_8_____
size,823,6
shape,823,ddabcdefdacffdfddddfdeffedffddffacff
letters,823,362451435162143526216345524613651234
prods,823,12_18_40___2___15_6____4__90_8_30_60__24_____10___3_12___2___
size,824,6
shape,824,abcacddacddffddfeddffdfffacfddacacff
letters,824,361452652143236514543621124365415236
prods,824,18___20__6_12_10__5_8___12_18___4_5___18____8___18_30_4__10___
size,825,6
shape,825,acacdddabcffedacddfeddefdefffdffabcf
letters,825,134562312456621345253614546231465123
prods,825,3__20__30_12_36_8______240_3__12_20___18_12___20_____3___10___
size,826,6
shape,826,ddabcdffdacfacedddddfffeffabceabbbcf
letters,826,165423324516452631236145513264641352
prods,826,3_12_40___18___48_5___20___6_12_40_10_3_______36____360_____
size,827,6
shape,827,dddacdfffddfdacffdeddddfffeffdacfacf
letters,827,461352245613136425524136312564653241
prods,827,8_24_5_15__6____24_2__15_18____30__2_24_5_18_______4_30___8__
size,828,6
shape,828,dabcddedacfeffdaceaceddfddffedffacff
letters,828,461325546213234651352146615432123564
prods,828,40_18___2_90__12_12______40_30___15___4_72__6_2____8___15___
size,829,6
shape,829,dacacdfdabcfdedacdffeddeddeffefffacf
letters,829,546312623541154623261435315264432156
prods,829,30_24__3__2__60_60____2__40_12__360____8_18__12_3________5__
size,830,6
shape,830,dacdddfddefedeffdeefacfefacddeabcfff
letters,830,426315615432234651351246563124142563
prods,830,24_12__72_3_720__15_20____30____20____2_____18__5_12__8_____
size,831,6
shape,831,ddabcdefdacffdfddddedffeeffddefacfff
letters,831,261354342165654213536421123546415632
prods,831,36_24_15___20___8_6____30__8_2_36_20__18_______30_12___5____
size,832,6
shape,832,dabcddedddefeffffdedacdfffddedacffff
letters,832,123645342156235461561324456213614532
prods,832,120_36___120_30__12_10_4________4__30_3__6____24_10__6_6_____
size,833,6
shape,833,abbcdddabcfeeddacfeffdddfacffeabcacf
letters,833,124356365421236514412635541263653142
prods,833,24____10_24_120_120______3_12_5______12_18_30__4_____90___4__
size,834,6
shape,834,abcddddacfeffdaceddfddefedeffdfffacf
letters,834,253164615342426513142635364251531426
prods,834,30___3_360_8_24_5______8_30___15_15__8_12____18____6____8__
size,835,6
shape,835,abcacddacddffddffddefacfefacddfabcff
letters,835,235146356421543612612354124563461235
prods,835,30___4__6_15_30__24_2___8_6___8_24___15_____20__18_15__12____
size,836,6
shape,836,dacacdfdabcededaceeffddeeddffefffacf
letters,836,536421152364425136641253364512213645
prods,836,5_18__8__720__40_36____144__5_3______10_5___6_12_______24__
size,837,6
shape,837,dacdddeddffeefeddefdffefdfacfdfacacf
letters,837,563214245631634125312456126543451362
prods,837,180_18__12_3_120__12_40_______4_40___2_____4__30___6__5__18__
size,838,6
shape,838,acddddddfffefedacfdffdddeddffefffacf
letters,838,465312153426241563524631316245632154
prods,838,24__15_12_2_36_2_40_______4_30___90___12_12_20__3_12_______5__
size,839,6
shape,839,ddabcdffdddeddffffefacddfabcfeabbbcf
letters,839,526143154326362514613452245631431265
prods,839,5_10_24___72___8_15_2__36_6_______12__15_10__120_____144_____
size,840,6
shape,840,dacacdeddddfffeffdaceddfddeffdfffacf
letters,840,623541512634365412134265451326246153
prods,840,90_6__20__4__6_240_24_3_______10_3___6_12__8_20____18____5__
size,841,6
shape,841,abcacddddddfefefedfdedffdeffddffacff
letters,841,451623532416263541645132126354314265
prods,841,20___12__18_60_18_180_20_12_______2__8__3___3____30_20___8___
size,842,6
shape,842,abcddddddffffffacdddabcfffddddacffff
letters,842,536412214356423165651234145623362541
prods,842,90___12_5_12_8_2_12_______6__20_6_20_6______10_30_8_3_18_____
size,843,6
shape,843,acacdddabcefedddfdefffdffacdedabcfff
letters,843,531426326541463215145632254163612354
prods,843,15__4__8_6_24_60______24_15_12__10_____90___20__3__12_12_____
size,844,6
shape,844,abcacddddddffeffeddfddffedffddffacff
letters,844,412563341652634215125436563124256341
prods,844,8___30__6_18_24_4_12_15_______30_10__15_4____30___8_4___18___
size,845,6
shape,845,dacacdfdabcedfdacffdeddddffffefabbcf
letters,845,265431341526513264152643436152624315
prods,845,6_30__12__24__4_10____5__36_12____15__6_20_30_24_______24____
size,846,6
shape,846,abbbcddacacffdabcddedddffffffdabbbcf
letters,846,412653346521534216253164621435165342
prods,846,240_____3_15_24__10____30_8___24_12__3_4_18_______10_360_____
size,847,6
shape,847,acddddddffffffabcdacdddfddfffdffabcf
letters,847,316245645312564123152634231456423561
prods,847,3__30_6_4_10_30_24_______8___12_5__2_24_15__8_6____6___90___
size,848,6
shape,848,ddabcdfedacfdefdddffdfffddfacdffabcf
letters,848,634512452631261345146253325164513426
prods,848,24_360_20___2___2_18___2___6_20_15___30____15_2__6__24___24___
size,849,6
shape,849,abcacddabbcffddacddffddfeddffdfffacf
letters,849,461532346215512643234156653421125364
prods,849,24___15__10_15_48______3_8_24__18_12___4_10___10_15___4____18__
size,850,6
shape,850,ddabcdffdaceddeddfefffedfabcfeabbbcf
letters,850,165243234561513426326154642315451632
prods,850,2_18_40___18___72_30___90_2__4_10_______40__24_____360_____
size,851,6
shape,851,abcacddddddfeffefdfddedfdffffdfacacf
letters,851,346512624135432651251463513246165324
prods,851,72___5__10_48_6_8_48_15_______3__5_3__24__5_____24__30__6__
size,852,6
shape,852,dacacdedacdfefddfdfdfedfdedffdfffacf
letters,852,614352346125153246521634265413432561
prods,852,90_4__15__10__20_6__8____3_48__24__36___3__8__10___3____30__
size,853,6
shape,853,abcacddabbceeddaceefeddfedfffdffabcf
letters,853,653124526341435612214563162435341256
prods,853,90___2__24_120_144______3_40_6______20_18___24____30___10___
size,854,6
shape,854,acabcddabbcfeddacdffeddfddeffdfffacf
letters,854,264153156234523461645312312546431625
prods,854,12__20___12_30_180______8_30_24__2____15_4__12_3____30____12__
size,855,6
shape,855,dacdddfddeffdeffddefacfffabcddacacff
letters,855,126543234156461325542631315462653214
prods,855,2_12__15_20_18__72_4____60____6_5___12_____20___6_8_30__6___
size,856,6
shape,856,acabcddacaceedacdfffddfdddffdeffacff
letters,856,563241451632614523325164142356236415
prods,856,30__24___6_72_5__18____2_20__12____10_3__120_2_12___5____24___
size,857,6
shape,857,ddabcdefdacffdfddddfdfffedfacdffabcf
letters,857,531426654132312564126345465213243651
prods,857,90_15_8___12___8_3____2__15_24_20_8__30_____24__2__3___90___
size,858,6
shape,858,abbcdddacdeffddffddefacfefacddfabcff
letters,858,432651245136126345513264651423364512
prods,858,144____60_6_2_20__3____10_18___20_90___12_____4__2_6__120____
size,859,6
shape,859,dabbcdedabcfefdacdfdfddfdedffdfffacf
letters,859,156432315264634125241356523641462513
prods,859,36_360____8__3_60______4_2__30__48__18_20__20__6___3____5__
size,860,6
shape,860,acddddddfefffedfdddfedefedeffdfffacf
letters,860,132465526143361524254316645231413652
prods,860,3__12_20_24_15_15_60_______60__6_24_48___6____4____2____30__
size,861,6
shape,861,acabcddabcdffdacfddedacfeffdddfacfff
letters,861,146325253461564132612543325614431256
prods,861,4__36___5_10_60___18___12_4___6_72__10_20______12_5_24__3____
size,862,6
shape,862,acabcddacacefdabcededacfeffdddfacfff
letters,862,241356153624315462632541426135564213
prods,862,8__15___48_3_15__12____6_120____120__12_20______2_3_15__24____
size,863,6
shape,863,dacacdfdabcfdfdacdededdfeffffdfacacf
letters,863,613425251346362154425631134562546213
prods,863,12_3__8__30__30_12____60__40_5__4__6__30_18_______6__24__2__
size,864,6
shape,864,acdacdddfddfefdffdedfacfefacddfabcff
letters,864,215346542631136425623154451263364512
prods,864,2__10_12__6_360_12__24_6____18___20__10__5_____2__6_6__120____
size,865,6
shape,865,abbbcddabbcffddacddefddfffdffdacfacf
letters,865,615342143256356124264531432615521463
prods,865,360_____12_3_120______90_24_2__4_8___30_3____2___15_10___24__
size,866,6
shape,866,acacddddddfffeffdddeddffefffddfabcff
letters,866,645213563142456321231564124635312456
prods,866,24__10__4_6_20_180_18_3_______12_4_6__4_30_______15_30__8____
size,867,6
shape,867,abcacdddacdfefddfdedfedfffdffdacfacf
letters,867,146352352146263415534621615234421563
prods,867,24___15__12_180_30_2__4____12_48__5__3___6____5___12_8___30__
size,868,6
shape,868,acacddddddeffffffdddacdfffddedacffff
letters,868,365421542136251643134265416352623514
prods,868,18__20__24_6_10_20_2_6________15_4_3_8__30____18_15__8_12_____
size,869,6
shape,869,acabcddddacfeffdddfddeffdffeddfacfff
letters,869,356241142563635124413652261435524316
prods,869,15__48___3_24_12_10_30______72_10_8__6_3____10____3_30__8____
size,870,6
shape,870,abbbcddddddfeffffdfddacfdffdddfacfff
letters,870,241653132564365421523146654312416235
prods,870,240_____12_15_18_10_20_12_______6__10_12_4___24___6_3_10__6____
size,871,6
shape,871,dddacdffeddfacefedddfdffffdeddacffff
letters,871,463512126354532641651423245136314265
prods,871,4_12_36_5__8____18_40__15_____3_12_20__8_____20__18_30_3_____
size,872,6
shape,872,acacddddddffffefddacedefddeffdfffacf
letters,872,254631315462532146426513163254641325
prods,872,10__24__18_2_15_3_180_4_______20_18_8___10___6_24____20____6__
size,873,6
shape,873,abbbcdddabcfefdacdfdeddfdefffdffabcf
letters,873,316524421356254613642135135462563241
prods,873,180_____24_48_10_15______40_6__15__72__4_18__5_____2___24___
size,874,6
shape,874,acddddddfffeffabcfdddacdfffddeabcfff
letters,874,134256216435642513351624563142425361
prods,874,3__24_8_15_90_12_4_______10____15_30_3_12__8____3_24__40_____
size,875,6
shape,875,ddabcdffdddfaceffdddeaceeffddefacfff
letters,875,154623325146413562562431631254246315
prods,875,3_10_48___18___30_5_24__4_____40_60_18__12______6_5___24____
size,876,6
shape,876,abbcdddacdefeddffdfefacedfabcefacacf
letters,876,461235524316352641645123136452213564
prods,876,48____12_30_90_8__18____60_10___24____2___2__120_____3__30__
size,877,6
shape,877,dabcddfdacffdfddddfdefffdffdddfacfff
letters,877,314526621354142635465213536142253461
prods,877,18_20___10_24__8_3____4__60_12_3_15__18_____10___4_24_2__15____
size,878,6
shape,878,abcacddddddfefeffdedeaceffeddeacffff
letters,878,562431231645154362413256645123326514
prods,878,60___12__5_48_15_360_18_24_______144__4__10______5_2__6_____
size,879,6
shape,879,abbbcddacddfeddffdefeddfedfffdffabcf
letters,879,354261465312146523521436632154213645
prods,879,720_____2_240_30__15_2___8_12___18____4_15___3____20___72___
size,880,6
shape,880,acabcddddddffffffdacdddfddeffdfffacf
letters,880,653124421635532461316542245316164253
prods,880,30__6___20_20_6_2_24_18_______2_3__120_15_4__2_24____18____10__
size,881,6
shape,881,acabcddddacfffedddddefefffededacffff
letters,881,256431341526524613612345463152135264
prods,881,10__72___6_15_8_120_10______18_120_15_24_6________2__8_3_____
size,882,6
shape,882,dddacdeffddffacffdacdddeddeffefffacf
letters,882,346251415326164532652143231465523614
prods,882,12_4_30_10__6____15_6___24____120_30__6_4_24__10_6________6__
size,883,6
shape,883,dabbcdeddacfffedddaceffeddfaceffabcf
letters,883,135642541263423516614325362154256431
prods,883,20_360____6__8_24_12______15_2_120_6______6_30__5_____72___
size,884,6
shape,884,abcacdddabcefedacfdffdddeddffefffacf
letters,884,345621231546162354453162614235526413
prods,884,60___12__24_2_90_20______6_15___120___2_18_30__2_24_______4__
size,885,6
shape,885,dacdddeddeffffefddacedefddeffdfffacf
letters,885,632145251364426513563421145632314256
prods,885,48_6__15_24_20__10_360________6_3_30___24___3_4____12____10__
size,886,6
shape,886,dacacdeddddfffeffdacfddedddffefffacf
letters,886,123456431265365124542613256341614532
prods,886,12_6__20__30__18_10_2_12_______24_20___18_4__12_5_24_______15__
size,887,6
shape,887,abcacddabcdffdaceddfddfeedffdeffacff
letters,887,542136154623621345315264436512263451
prods,887,40___3__18_6_120___48___2_3___40_24__30_10____18___5____12___
size,888,6
shape,888,dddacdfefddfdedffdeffacffabcddacacff
letters,888,216534531642354216623451465123142365
prods,888,10_30_6_15__8____12_4__72__12___6____20____30___12_15_4__6___
size,889,6
shape,889,dacacdeddddfefeffdededdfeffffdfacacf
letters,889,254163562314415236643521136452321645
prods,889,720_20__6__12__6_180_6_3_______6__12__20_10_______10__2__24__
size,890,6
shape,890,abbcddddacffefdacdededdfffeffdacfacf
letters,890,453216621543362154146325514632235461
prods,890,120____4_18_90_12_5______240_5__20__4__18_6_______2_6___24__
size,891,6
shape,891,acddddddffefefacfdfddacfdffdddfacfff
letters,891,354612413526621453162345546231235164
prods,891,15__12_30_10_12_24_2_______4___15__24_12_12___10___2_18_4__15____
size,892,6
shape,892,ddacddefddefedffedefacfefacddeabcfff
letters,892,245136613524461352326415532641154263
prods,892,720_4_5__30_24___3_15____12____30___24_____6__12_24__20_____
size,893,6
shape,893,acddddddffefefacfdeacddfeddffdfffacf
letters,893,324156412563635214256431143625561342
prods,893,6__8_5_30_18_240_3_______10___4__30__24_6___24_3___10____12__
size,894,6
shape,894,dacacdfddddfdfffedeacdefeddffdfffacf
letters,894,536412365241452136143625214563621354
prods,894,15_18__4__2__30_10_2_144__48_____30__12__30____2_4___12____15__
size,895,6
shape,895,abcacddabcdffdacfddedddfeffffdfacacf
letters,895,652143136425523614465231314562241356
prods,895,60___4__15_5_72___2___12_18___4_24__20_10_18_______12__4__15__
size,896,6
shape,896,dddacdfffddfacdefdddefdffffdedabcfff
letters,896,156423562134234516643251315642421365
prods,896,5_30_12_8__12____10_3__6__60___6_18_4___120_____18__10_8_____
size,897,6
shape,897,abcacddacddefddffedefacfefabcdfacacf
letters,897,425631631425154263546312312546263154
prods,897,40___18__30_6_3__8_12___20_24____30___3_____40___24__18__5__
size,898,6
shape,898,acabcddddacffefddddedfffeffdddfacfff
letters,898,145362362541231456416235653124524613
prods,898,4__90___2_6_90_2_20______8_15_30_120__18_______6_2_12__8____
size,899,6
shape,899,abcddddacffeeddaceffeddfddeffdfffacf
